행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3011051500,2024-12-31,대전광역시,동구,중앙동,3607,2043,1564,23,35,58,41,49,90,114,91,205,173,109,282,224,112,336,425,196,621,1043,972,2015
3011053000,2024-12-31,대전광역시,동구,효동,25172,12311,12861,992,963,1955,1717,1586,3303,1302,1132,2434,1407,1418,2825,2161,2327,4488,2134,2095,4229,2598,3340,5938
3011054500,2024-12-31,대전광역시,동구,신인동,14775,7218,7557,609,562,1171,595,457,1052,666,633,1299,1143,1123,2266,1090,1037,2127,1149,1198,2347,1966,2547,4513
3011055100,2024-12-31,대전광역시,동구,판암1동,11852,5711,6141,313,267,580,424,392,816,615,570,1185,686,603,1289,752,737,1489,992,1062,2054,1929,2510,4439
3011055200,2024-12-31,대전광역시,동구,판암2동,7870,3803,4067,84,78,162,160,152,312,288,260,548,372,278,650,451,315,766,684,585,1269,1764,2399,4163
3011056000,2024-12-31,대전광역시,동구,용운동,20918,10568,10350,717,676,1393,827,829,1656,1645,1466,3111,1498,1273,2771,1444,1322,2766,1787,1737,3524,2650,3047,5697
3011058500,2024-12-31,대전광역시,동구,대동,13684,6848,6836,511,457,968,772,715,1487,760,650,1410,768,740,1508,1101,1062,2163,1160,1110,2270,1776,2101,3877
3011059000,2024-12-31,대전광역시,동구,자양동,10824,5736,5088,127,137,264,360,427,787,1769,1395,3164,594,397,991,602,424,1026,825,656,1481,1459,1652,3111
3011062000,2024-12-31,대전광역시,동구,가양1동,12837,6687,6150,241,253,494,526,503,1029,1032,768,1800,672,519,1191,905,778,1683,1219,988,2207,2092,2341,4433
3011063000,2024-12-31,대전광역시,동구,가양2동,18525,9287,9238,399,333,732,778,751,1529,1496,1478,2974,1136,856,1992,1223,1146,2369,1677,1586,3263,2578,3088,5666
3011064000,2024-12-31,대전광역시,동구,용전동,19904,10213,9691,381,365,746,673,642,1315,1880,1906,3786,1650,1200,2850,1476,1279,2755,1739,1534,3273,2414,2765,5179
3011066500,2024-12-31,대전광역시,동구,성남동,10759,5316,5443,323,283,606,387,378,765,539,505,1044,608,525,1133,778,722,1500,958,889,1847,1723,2140,3863
3011067000,2024-12-31,대전광역시,동구,홍도동,11062,5664,5398,238,208,446,364,321,685,1081,1032,2113,798,581,1379,744,582,1326,958,871,1829,1481,1803,3284
3011069500,2024-12-31,대전광역시,동구,삼성동,13393,6774,6619,334,287,621,522,498,1020,688,542,1230,706,638,1344,943,819,1762,1259,1097,2356,2322,2738,5060
3011072500,2024-12-31,대전광역시,동구,대청동,2153,1127,1026,17,16,33,41,56,97,85,56,141,78,42,120,96,67,163,221,155,376,589,634,1223
3011074000,2024-12-31,대전광역시,동구,산내동,21178,10644,10534,796,741,1537,1399,1221,2620,985,862,1847,1093,1031,2124,1748,1776,3524,1889,1710,3599,2734,3193,5927
3014053500,2024-12-31,대전광역시,중구,은행선화동,19109,9657,9452,837,821,1658,663,755,1418,1157,1349,2506,1748,1693,3441,1675,1380,3055,1576,1262,2838,2001,2192,4193
3014055000,2024-12-31,대전광역시,중구,목동,17604,8384,9220,846,842,1688,1354,1457,2811,921,899,1820,976,1127,2103,1604,1853,3457,1452,1424,2876,1231,1618,2849
3014056000,2024-12-31,대전광역시,중구,중촌동,13419,6516,6903,454,429,883,523,462,985,680,647,1327,912,844,1756,959,931,1890,1145,1179,2324,1843,2411,4254
3014057500,2024-12-31,대전광역시,중구,대흥동,12682,6269,6413,327,252,579,497,474,971,1026,1222,2248,904,834,1738,896,883,1779,1029,870,1899,1590,1878,3468
3014060500,2024-12-31,대전광역시,중구,문창동,4158,2125,2033,62,49,111,134,113,247,180,171,351,185,144,329,265,189,454,422,302,724,877,1065,1942
3014062000,2024-12-31,대전광역시,중구,석교동,14193,7182,7011,222,198,420,440,428,868,739,578,1317,710,536,1246,904,726,1630,1296,1212,2508,2871,3333,6204
3014063000,2024-12-31,대전광역시,중구,대사동,5249,2572,2677,72,47,119,145,90,235,398,520,918,353,290,643,271,219,490,426,376,802,907,1135,2042
3014064000,2024-12-31,대전광역시,중구,부사동,6175,3120,3055,116,95,211,209,157,366,294,279,573,338,245,583,397,330,727,575,527,1102,1191,1422,2613
3014065500,2024-12-31,대전광역시,중구,용두동,9892,4813,5079,245,279,524,342,363,705,789,877,1666,813,757,1570,708,657,1365,811,741,1552,1105,1405,2510
3014067000,2024-12-31,대전광역시,중구,오류동,10018,4671,5347,242,252,494,310,335,645,589,670,1259,673,632,1305,604,647,1251,832,917,1749,1421,1894,3315
3014068000,2024-12-31,대전광역시,중구,태평1동,12496,5984,6512,378,396,774,671,680,1351,680,624,1304,601,619,1220,981,1054,2035,1113,1165,2278,1560,1974,3534
3014069000,2024-12-31,대전광역시,중구,태평2동,24061,11431,12630,651,625,1276,1360,1312,2672,1355,1217,2572,946,1007,1953,1582,1867,3449,2128,2374,4502,3409,4228,7637
3014070000,2024-12-31,대전광역시,중구,유천1동,5838,2993,2845,117,96,213,134,131,265,334,287,621,423,330,753,437,341,778,560,474,1034,988,1186,2174
3014071000,2024-12-31,대전광역시,중구,유천2동,12889,6371,6518,281,275,556,486,424,910,776,737,1513,724,635,1359,843,788,1631,1016,1034,2050,2245,2625,4870
3014072000,2024-12-31,대전광역시,중구,문화1동,20553,9949,10604,687,605,1292,1315,1193,2508,1267,1210,2477,903,975,1878,1472,1710,3182,1778,1825,3603,2527,3086,5613
3014073000,2024-12-31,대전광역시,중구,문화2동,11378,5471,5907,176,174,350,441,384,825,603,501,1104,651,491,1142,671,656,1327,1078,1105,2183,1851,2596,4447
3014074000,2024-12-31,대전광역시,중구,산성동,25294,12830,12464,447,438,885,1018,901,1919,1413,1092,2505,1234,979,2213,1605,1495,3100,2515,2388,4903,4598,5171,9769
3017051000,2024-12-31,대전광역시,서구,복수동,21461,10642,10819,704,712,1416,1399,1367,2766,1446,1237,2683,1060,1038,2098,1682,1888,3570,2034,1945,3979,2317,2632,4949
3017052000,2024-12-31,대전광역시,서구,도마1동,18599,9368,9231,576,563,1139,613,558,1171,1515,1232,2747,1329,1153,2482,1223,1056,2279,1402,1438,2840,2710,3231,5941
3017053000,2024-12-31,대전광역시,서구,도마2동,16179,8093,8086,331,280,611,617,553,1170,1130,903,2033,948,755,1703,998,879,1877,1351,1386,2737,2718,3330,6048
3017053500,2024-12-31,대전광역시,서구,정림동,15053,7293,7760,386,316,702,686,563,1249,807,706,1513,746,689,1435,956,936,1892,1254,1456,2710,2458,3094,5552
3017054000,2024-12-31,대전광역시,서구,변동,12817,6478,6339,311,283,594,488,433,921,716,650,1366,831,676,1507,901,788,1689,1148,1089,2237,2083,2420,4503
3017055000,2024-12-31,대전광역시,서구,용문동,11629,5554,6075,191,220,411,253,245,498,967,1149,2116,1139,982,2121,784,718,1502,832,898,1730,1388,1863,3251
3017055500,2024-12-31,대전광역시,서구,탄방동,26361,12673,13688,705,600,1305,1098,1048,2146,2173,2641,4814,2456,2302,4758,1909,2085,3994,2037,2153,4190,2295,2859,5154
3017056000,2024-12-31,대전광역시,서구,괴정동,18449,8979,9470,351,364,715,590,592,1182,1767,2389,4156,2071,1678,3749,1349,1174,2523,1219,1306,2525,1632,1967,3599
3017057000,2024-12-31,대전광역시,서구,가장동,10680,5145,5535,290,248,538,451,477,928,619,671,1290,644,534,1178,763,742,1505,897,990,1887,1481,1873,3354
3017057500,2024-12-31,대전광역시,서구,내동,22365,10708,11657,657,618,1275,1145,1192,2337,1346,1344,2690,1225,1153,2378,1622,1745,3367,1834,2044,3878,2879,3561,6440
3017058100,2024-12-31,대전광역시,서구,갈마1동,20944,10612,10332,394,394,788,713,645,1358,2083,1995,4078,1998,1467,3465,1449,1331,2780,1544,1619,3163,2430,2881,5311
3017058200,2024-12-31,대전광역시,서구,갈마2동,23727,11924,11803,475,475,950,848,821,1669,2429,2628,5057,2464,1833,4297,1647,1558,3205,1884,1976,3860,2177,2512,4689
3017058600,2024-12-31,대전광역시,서구,월평1동,11149,6060,5089,159,144,303,255,237,492,1574,1298,2872,1250,805,2055,816,541,1357,852,805,1657,1154,1259,2413
3017058700,2024-12-31,대전광역시,서구,월평2동,13447,6349,7098,293,283,576,562,549,1111,765,675,1440,732,652,1384,722,839,1561,1109,1298,2407,2166,2802,4968
3017058800,2024-12-31,대전광역시,서구,월평3동,20138,9796,10342,734,635,1369,1231,1102,2333,1239,934,2173,1124,1246,2370,1370,1589,2959,1624,1942,3566,2474,2894,5368
3017059000,2024-12-31,대전광역시,서구,가수원동,10213,4993,5220,229,218,447,437,417,854,595,480,1075,576,506,1082,641,612,1253,883,935,1818,1632,2051,3683
3017059300,2024-12-31,대전광역시,서구,도안동,36575,17856,18719,2432,2345,4777,2599,2491,5090,1902,2163,4065,2637,3029,5666,3713,3933,7646,2501,2516,5017,2072,2242,4314
3017059600,2024-12-31,대전광역시,서구,관저1동,14649,6829,7820,430,409,839,717,658,1375,1111,1316,2427,927,975,1902,919,1078,1997,1158,1457,2615,1567,1927,3494
3017059700,2024-12-31,대전광역시,서구,관저2동,47947,23338,24609,2216,2142,4358,2994,2903,5897,3139,3079,6218,3268,3344,6612,4138,4483,8621,4057,4343,8400,3526,4315,7841
3017060000,2024-12-31,대전광역시,서구,기성동,3373,1737,1636,41,28,69,73,68,141,107,76,183,118,107,225,185,135,320,317,251,568,896,971,1867
3017063000,2024-12-31,대전광역시,서구,둔산1동,16350,8069,8281,659,648,1307,1715,1542,3257,800,637,1437,523,644,1167,1581,2050,3631,1457,1327,2784,1334,1433,2767
3017064000,2024-12-31,대전광역시,서구,둔산2동,34949,16793,18156,1317,1230,2547,1837,1749,3586,2361,2461,4822,2759,2817,5576,2411,2951,5362,2993,3469,6462,3115,3479,6594
3017065000,2024-12-31,대전광역시,서구,만년동,12086,6135,5951,352,332,684,557,508,1065,1237,881,2118,1106,920,2026,736,878,1614,1033,1154,2187,1114,1278,2392
3017066000,2024-12-31,대전광역시,서구,둔산3동,18811,9023,9788,466,426,892,1417,1263,2680,1158,1040,2198,753,761,1514,1304,1633,2937,1659,1784,3443,2266,2880,5146
3020052000,2024-12-31,대전광역시,유성구,진잠동,25412,12941,12471,802,709,1511,1193,1074,2267,1665,1425,3090,1736,1410,3146,1908,1807,3715,2479,2456,4935,3158,3590,6748
3020052600,2024-12-31,대전광역시,유성구,학하동,19606,10169,9437,950,886,1836,768,739,1507,1814,1299,3113,1706,1581,3287,1560,1409,2969,1352,1463,2815,2019,2060,4079
3020052700,2024-12-31,대전광역시,유성구,상대동,25285,12295,12990,1400,1353,2753,1830,1770,3600,1226,1115,2341,1329,1665,2994,2310,2556,4866,2048,2162,4210,2152,2369,4521
3020053000,2024-12-31,대전광역시,유성구,온천1동,26627,13873,12754,360,335,695,429,421,850,3145,3250,6395,3334,2435,5769,1744,1287,3031,1941,1801,3742,2920,3225,6145
3020054000,2024-12-31,대전광역시,유성구,온천2동,40403,21264,19139,1401,1368,2769,1563,1488,3051,5696,4070,9766,3304,2523,5827,2687,2505,5192,2669,2836,5505,3944,4349,8293
3020054600,2024-12-31,대전광역시,유성구,노은1동,20942,10420,10522,826,786,1612,1459,1337,2796,1301,1230,2531,1594,1456,3050,1709,1942,3651,1793,1767,3560,1738,2004,3742
3020054700,2024-12-31,대전광역시,유성구,노은2동,23442,11478,11964,844,782,1626,1556,1503,3059,1528,1347,2875,1408,1386,2794,1831,2093,3924,2094,2272,4366,2217,2581,4798
3020054800,2024-12-31,대전광역시,유성구,노은3동,36263,17766,18497,1889,1783,3672,2396,2287,4683,1787,1626,3413,2358,2530,4888,3391,3667,7058,2831,3007,5838,3114,3597,6711
3020055000,2024-12-31,대전광역시,유성구,신성동,25443,13413,12030,1187,1082,2269,1379,1194,2573,2183,1866,4049,2999,2184,5183,1920,1888,3808,1809,1794,3603,1936,2022,3958
3020057000,2024-12-31,대전광역시,유성구,전민동,25742,13254,12488,1104,987,2091,1430,1367,2797,2036,1613,3649,2431,1875,4306,1882,1955,3837,2008,2185,4193,2363,2506,4869
3020058000,2024-12-31,대전광역시,유성구,구즉동,32812,16802,16010,1423,1350,2773,1539,1454,2993,2362,1881,4243,3334,2807,6141,2619,2450,5069,2768,2790,5558,2757,3278,6035
3020060000,2024-12-31,대전광역시,유성구,관평동,37352,19089,18263,2040,1944,3984,2624,2465,5089,2425,2162,4587,3155,2835,5990,3356,3533,6889,3255,3030,6285,2234,2294,4528
3020061000,2024-12-31,대전광역시,유성구,원신흥동,30139,14385,15754,1749,1491,3240,1548,1469,3017,1503,1586,3089,2523,2737,5260,2617,2855,5472,2021,2384,4405,2424,3232,5656
3023051000,2024-12-31,대전광역시,대덕구,오정동,13635,7105,6530,204,200,404,461,422,883,1068,1047,2115,812,551,1363,870,659,1529,1324,1050,2374,2366,2601,4967
3023052000,2024-12-31,대전광역시,대덕구,대화동,5750,3014,2736,83,74,157,201,158,359,318,248,566,367,255,622,428,358,786,607,492,1099,1010,1151,2161
3023052500,2024-12-31,대전광역시,대덕구,회덕동,12640,6448,6192,307,283,590,447,385,832,653,558,1211,860,639,1499,787,683,1470,1205,1182,2387,2189,2462,4651
3023053300,2024-12-31,대전광역시,대덕구,비래동,14923,7391,7532,295,256,551,671,611,1282,961,817,1778,761,577,1338,933,934,1867,1510,1610,3120,2260,2727,4987
3023054300,2024-12-31,대전광역시,대덕구,송촌동,25540,12652,12888,688,719,1407,1544,1508,3052,1839,1528,3367,1314,1173,2487,1741,2025,3766,2780,2905,5685,2746,3030,5776
3023054600,2024-12-31,대전광역시,대덕구,중리동,18115,9505,8610,299,292,591,647,567,1214,1383,1084,2467,1220,816,2036,1264,1069,2333,1915,1639,3554,2777,3143,5920
3023055000,2024-12-31,대전광역시,대덕구,신탄진동,16020,8230,7790,460,490,950,575,504,1079,1039,817,1856,1353,1071,2424,1089,979,2068,1522,1450,2972,2192,2479,4671
3023056000,2024-12-31,대전광역시,대덕구,석봉동,16022,8168,7854,785,762,1547,902,786,1688,885,727,1612,1305,1227,2532,1449,1288,2737,1280,1305,2585,1562,1759,3321
3023057000,2024-12-31,대전광역시,대덕구,덕암동,12678,6828,5850,254,229,483,451,405,856,991,723,1714,1012,601,1613,859,734,1593,1401,1125,2526,1860,2033,3893
3023058000,2024-12-31,대전광역시,대덕구,목상동,5962,3248,2714,133,126,259,240,237,477,459,380,839,571,314,885,558,408,966,618,485,1103,669,764,1433
3023060000,2024-12-31,대전광역시,대덕구,법1동,12186,5693,6493,334,349,683,440,437,877,645,584,1229,760,723,1483,744,728,1472,1055,1266,2321,1715,2406,4121
3023061000,2024-12-31,대전광역시,대덕구,법2동,14746,7125,7621,334,315,649,639,553,1192,916,716,1632,706,617,1323,833,925,1758,1341,1569,2910,2356,2926,5282
