행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3011051500,2024-05-31,대전광역시,동구,중앙동,3730,2106,1624,27,40,67,42,49,91,110,95,205,173,113,286,248,118,366,446,216,662,1060,993,2053
3011053000,2024-05-31,대전광역시,동구,효동,22566,11017,11549,815,826,1641,1634,1520,3154,1208,1036,2244,1011,1008,2019,1978,2220,4198,1966,1878,3844,2405,3061,5466
3011054500,2024-05-31,대전광역시,동구,신인동,15172,7399,7773,665,645,1310,615,469,1084,645,665,1310,1199,1176,2375,1167,1054,2221,1137,1218,2355,1971,2546,4517
3011055100,2024-05-31,대전광역시,동구,판암1동,12054,5818,6236,340,299,639,438,400,838,647,583,1230,698,631,1329,780,747,1527,1025,1098,2123,1890,2478,4368
3011055200,2024-05-31,대전광역시,동구,판암2동,7937,3827,4110,93,82,175,156,155,311,310,263,573,373,272,645,463,340,803,703,619,1322,1729,2379,4108
3011056000,2024-05-31,대전광역시,동구,용운동,21369,10797,10572,773,707,1480,854,872,1726,1704,1493,3197,1503,1289,2792,1515,1410,2925,1839,1782,3621,2609,3019,5628
3011058500,2024-05-31,대전광역시,동구,대동,13916,7000,6916,532,491,1023,770,693,1463,801,672,1473,800,757,1557,1135,1088,2223,1181,1125,2306,1781,2089,3870
3011059000,2024-05-31,대전광역시,동구,자양동,10881,5812,5069,124,143,267,392,492,884,1765,1287,3052,591,377,968,640,433,1073,828,675,1503,1472,1661,3133
3011062000,2024-05-31,대전광역시,동구,가양1동,12831,6720,6111,260,267,527,525,508,1033,1056,738,1794,675,514,1189,923,802,1725,1210,978,2188,2071,2304,4375
3011063000,2024-05-31,대전광역시,동구,가양2동,18799,9409,9390,424,351,775,823,814,1637,1525,1479,3004,1167,893,2060,1260,1182,2442,1675,1641,3316,2535,3030,5565
3011064000,2024-05-31,대전광역시,동구,용전동,20171,10328,9843,416,406,822,682,678,1360,1914,1976,3890,1686,1222,2908,1534,1293,2827,1737,1576,3313,2359,2692,5051
3011066500,2024-05-31,대전광역시,동구,성남동,10902,5386,5516,359,302,661,379,395,774,591,514,1105,621,559,1180,778,724,1502,963,897,1860,1695,2125,3820
3011067000,2024-05-31,대전광역시,동구,홍도동,11211,5726,5485,247,208,455,402,374,776,1087,1039,2126,780,581,1361,784,611,1395,977,897,1874,1449,1775,3224
3011069500,2024-05-31,대전광역시,동구,삼성동,13023,6607,6416,275,254,529,523,496,1019,697,546,1243,628,544,1172,920,789,1709,1247,1097,2344,2317,2690,5007
3011072500,2024-05-31,대전광역시,동구,대청동,2218,1161,1057,17,21,38,44,60,104,94,64,158,80,39,119,105,70,175,237,172,409,584,631,1215
3011074000,2024-05-31,대전광역시,동구,산내동,19464,9794,9670,654,585,1239,1352,1177,2529,950,797,1747,814,775,1589,1588,1683,3271,1798,1583,3381,2638,3070,5708
3014053500,2024-05-31,대전광역시,중구,은행선화동,15709,8000,7709,480,511,991,490,562,1052,1092,1239,2331,1345,1229,2574,1324,1042,2366,1367,1091,2458,1902,2035,3937
3014055000,2024-05-31,대전광역시,중구,목동,17547,8374,9173,858,872,1730,1358,1458,2816,934,896,1830,931,1109,2040,1656,1878,3534,1460,1382,2842,1177,1578,2755
3014056000,2024-05-31,대전광역시,중구,중촌동,13608,6610,6998,456,434,890,535,496,1031,735,687,1422,917,825,1742,986,970,1956,1150,1193,2343,1831,2393,4224
3014057500,2024-05-31,대전광역시,중구,대흥동,13047,6434,6613,347,277,624,524,485,1009,1062,1292,2354,942,864,1806,964,928,1892,1032,883,1915,1563,1884,3447
3014060500,2024-05-31,대전광역시,중구,문창동,4273,2206,2067,71,48,119,150,119,269,193,182,375,200,145,345,285,203,488,439,318,757,868,1052,1920
3014062000,2024-05-31,대전광역시,중구,석교동,14671,7392,7279,262,233,495,470,446,916,796,648,1444,735,581,1316,941,769,1710,1337,1262,2599,2851,3340,6191
3014063000,2024-05-31,대전광역시,중구,대사동,5319,2601,2718,76,51,127,151,101,252,425,532,957,322,280,602,302,231,533,430,399,829,895,1124,2019
3014064000,2024-05-31,대전광역시,중구,부사동,6304,3175,3129,129,99,228,200,162,362,318,324,642,351,265,616,413,342,755,591,534,1125,1173,1403,2576
3014065500,2024-05-31,대전광역시,중구,용두동,8905,4335,4570,165,191,356,277,323,600,774,856,1630,699,622,1321,613,562,1175,748,656,1404,1059,1360,2419
3014067000,2024-05-31,대전광역시,중구,오류동,10251,4761,5490,254,263,517,337,345,682,612,739,1351,683,664,1347,610,651,1261,865,966,1831,1400,1862,3262
3014068000,2024-05-31,대전광역시,중구,태평1동,12671,6073,6598,419,418,837,686,693,1379,698,648,1346,591,643,1234,1004,1066,2070,1152,1192,2344,1523,1938,3461
3014069000,2024-05-31,대전광역시,중구,태평2동,24295,11568,12727,680,653,1333,1390,1336,2726,1398,1228,2626,924,1009,1933,1630,1947,3577,2178,2356,4534,3368,4197,7565
3014070000,2024-05-31,대전광역시,중구,유천1동,5846,3015,2831,123,107,230,139,123,262,349,304,653,424,316,740,440,333,773,551,473,1024,989,1175,2164
3014071000,2024-05-31,대전광역시,중구,유천2동,13080,6452,6628,312,309,621,490,422,912,812,769,1581,720,668,1388,875,805,1680,1047,1053,2100,2196,2602,4798
3014072000,2024-05-31,대전광역시,중구,문화1동,20659,9996,10663,719,625,1344,1300,1210,2510,1319,1248,2567,899,997,1896,1515,1739,3254,1771,1824,3595,2473,3020,5493
3014073000,2024-05-31,대전광역시,중구,문화2동,11631,5621,6010,197,191,388,476,392,868,630,530,1160,670,509,1179,718,700,1418,1105,1127,2232,1825,2561,4386
3014074000,2024-05-31,대전광역시,중구,산성동,25646,13012,12634,493,491,984,1043,938,1981,1471,1125,2596,1245,992,2237,1696,1556,3252,2521,2442,4963,4543,5090,9633
3017051000,2024-05-31,대전광역시,서구,복수동,21653,10707,10946,769,772,1541,1415,1404,2819,1413,1241,2654,1090,1063,2153,1769,1970,3739,1975,1911,3886,2276,2585,4861
3017052000,2024-05-31,대전광역시,서구,도마1동,18866,9511,9355,614,592,1206,642,609,1251,1544,1234,2778,1381,1173,2554,1247,1061,2308,1425,1497,2922,2658,3189,5847
3017053000,2024-05-31,대전광역시,서구,도마2동,16429,8221,8208,353,284,637,618,590,1208,1174,956,2130,959,768,1727,1049,910,1959,1388,1432,2820,2680,3268,5948
3017053500,2024-05-31,대전광역시,서구,정림동,15207,7368,7839,388,340,728,703,589,1292,843,727,1570,762,718,1480,977,965,1942,1283,1490,2773,2412,3010,5422
3017054000,2024-05-31,대전광역시,서구,변동,13196,6659,6537,337,304,641,499,440,939,783,690,1473,870,703,1573,934,840,1774,1180,1130,2310,2056,2430,4486
3017055000,2024-05-31,대전광역시,서구,용문동,11822,5621,6201,206,250,456,264,240,504,1006,1220,2226,1125,983,2108,826,765,1591,820,910,1730,1374,1833,3207
3017055500,2024-05-31,대전광역시,서구,탄방동,26602,12752,13850,724,635,1359,1121,1036,2157,2268,2781,5049,2399,2305,4704,1939,2118,4057,2037,2169,4206,2264,2806,5070
3017056000,2024-05-31,대전광역시,서구,괴정동,18653,9113,9540,416,407,823,608,606,1214,1817,2403,4220,2070,1667,3737,1377,1215,2592,1212,1304,2516,1613,1938,3551
3017057000,2024-05-31,대전광역시,서구,가장동,10873,5240,5633,304,269,573,467,474,941,656,715,1371,660,561,1221,802,758,1560,899,1013,1912,1452,1843,3295
3017057500,2024-05-31,대전광역시,서구,내동,22679,10905,11774,691,651,1342,1166,1209,2375,1425,1386,2811,1263,1171,2434,1647,1804,3451,1877,2047,3924,2836,3506,6342
3017058100,2024-05-31,대전광역시,서구,갈마1동,21077,10673,10404,426,404,830,742,685,1427,2113,2052,4165,1974,1416,3390,1437,1391,2828,1591,1626,3217,2389,2830,5219
3017058200,2024-05-31,대전광역시,서구,갈마2동,24037,12108,11929,526,500,1026,856,847,1703,2538,2655,5193,2414,1877,4291,1729,1579,3308,1891,2023,3914,2154,2448,4602
3017058600,2024-05-31,대전광역시,서구,월평1동,11261,6110,5151,162,134,296,264,239,503,1596,1335,2931,1240,796,2036,799,548,1347,884,833,1717,1165,1266,2431
3017058700,2024-05-31,대전광역시,서구,월평2동,13523,6412,7111,302,289,591,576,560,1136,783,656,1439,726,667,1393,741,849,1590,1121,1322,2443,2163,2768,4931
3017058800,2024-05-31,대전광역시,서구,월평3동,20403,9945,10458,769,668,1437,1260,1128,2388,1260,960,2220,1186,1275,2461,1371,1640,3011,1680,2006,3686,2419,2781,5200
3017059000,2024-05-31,대전광역시,서구,가수원동,10356,5066,5290,237,227,464,463,430,893,625,492,1117,563,526,1089,668,636,1304,904,967,1871,1606,2012,3618
3017059300,2024-05-31,대전광역시,서구,도안동,36533,17916,18617,2530,2437,4967,2555,2436,4991,1919,2111,4030,2717,3105,5822,3751,3923,7674,2448,2446,4894,1996,2159,4155
3017059600,2024-05-31,대전광역시,서구,관저1동,14884,6963,7921,480,451,931,735,684,1419,1165,1354,2519,938,1000,1938,930,1115,2045,1200,1471,2671,1515,1846,3361
3017059700,2024-05-31,대전광역시,서구,관저2동,48403,23570,24833,2394,2312,4706,2983,2913,5896,3211,3080,6291,3339,3447,6786,4219,4588,8807,4039,4284,8323,3385,4209,7594
3017060000,2024-05-31,대전광역시,서구,기성동,3403,1751,1652,43,26,69,76,74,150,118,85,203,113,95,208,194,148,342,322,249,571,885,975,1860
3017063000,2024-05-31,대전광역시,서구,둔산1동,16420,8081,8339,671,646,1317,1724,1567,3291,777,648,1425,517,659,1176,1620,2090,3710,1440,1291,2731,1332,1438,2770
3017064000,2024-05-31,대전광역시,서구,둔산2동,35203,16971,18232,1378,1286,2664,1873,1751,3624,2423,2575,4998,2750,2769,5519,2495,2993,5488,2998,3501,6499,3054,3357,6411
3017065000,2024-05-31,대전광역시,서구,만년동,12181,6207,5974,371,357,728,574,508,1082,1282,888,2170,1083,924,2007,763,924,1687,1055,1144,2199,1079,1229,2308
3017066000,2024-05-31,대전광역시,서구,둔산3동,18976,9098,9878,493,458,951,1428,1269,2697,1172,1037,2209,771,775,1546,1310,1682,2992,1693,1801,3494,2231,2856,5087
3020052000,2024-05-31,대전광역시,유성구,진잠동,25448,12989,12459,833,755,1588,1227,1089,2316,1719,1397,3116,1716,1401,3117,1971,1847,3818,2459,2471,4930,3064,3499,6563
3020052600,2024-05-31,대전광역시,유성구,학하동,19473,10088,9385,960,908,1868,758,724,1482,1837,1288,3125,1705,1585,3290,1530,1395,2925,1349,1484,2833,1949,2001,3950
3020052700,2024-05-31,대전광역시,유성구,상대동,25258,12279,12979,1423,1383,2806,1817,1753,3570,1264,1137,2401,1345,1700,3045,2297,2570,4867,2055,2173,4228,2078,2263,4341
3020053000,2024-05-31,대전광역시,유성구,온천1동,26631,13889,12742,396,366,762,456,455,911,3174,3281,6455,3257,2339,5596,1775,1324,3099,1963,1850,3813,2868,3127,5995
3020054000,2024-05-31,대전광역시,유성구,온천2동,40577,21357,19220,1426,1417,2843,1583,1486,3069,5749,4093,9842,3302,2526,5828,2727,2554,5281,2701,2894,5595,3869,4250,8119
3020054600,2024-05-31,대전광역시,유성구,노은1동,21057,10447,10610,880,809,1689,1461,1343,2804,1306,1264,2570,1559,1446,3005,1783,2012,3795,1774,1747,3521,1684,1989,3673
3020054700,2024-05-31,대전광역시,유성구,노은2동,23506,11497,12009,872,833,1705,1578,1521,3099,1537,1370,2907,1392,1355,2747,1886,2183,4069,2088,2204,4292,2144,2543,4687
3020054800,2024-05-31,대전광역시,유성구,노은3동,36478,17889,18589,1999,1875,3874,2393,2279,4672,1806,1657,3463,2409,2577,4986,3452,3724,7176,2809,2995,5804,3021,3482,6503
3020055000,2024-05-31,대전광역시,유성구,신성동,25674,13507,12167,1247,1143,2390,1425,1194,2619,2196,1947,4143,2954,2175,5129,1983,1959,3942,1834,1809,3643,1868,1940,3808
3020057000,2024-05-31,대전광역시,유성구,전민동,26048,13427,12621,1123,1025,2148,1448,1397,2845,2122,1651,3773,2488,1921,4409,1918,2003,3921,2031,2201,4232,2297,2423,4720
3020058000,2024-05-31,대전광역시,유성구,구즉동,33071,16938,16133,1471,1417,2888,1587,1460,3047,2447,1991,4438,3348,2804,6152,2637,2509,5146,2810,2773,5583,2638,3179,5817
3020060000,2024-05-31,대전광역시,유성구,관평동,35349,18043,17306,1987,1926,3913,2554,2380,4934,2272,2045,4317,2794,2583,5377,3286,3464,6750,3092,2800,5892,2058,2108,4166
3020061000,2024-05-31,대전광역시,유성구,원신흥동,30113,14403,15710,1785,1558,3343,1568,1463,3031,1483,1594,3077,2578,2778,5356,2649,2845,5494,2034,2359,4393,2306,3113,5419
3023051000,2024-05-31,대전광역시,대덕구,오정동,13863,7241,6622,229,215,444,488,447,935,1099,1050,2149,821,580,1401,903,688,1591,1360,1087,2447,2341,2555,4896
3023052000,2024-05-31,대전광역시,대덕구,대화동,6354,3320,3034,102,87,189,225,174,399,350,279,629,390,293,683,475,401,876,671,563,1234,1107,1237,2344
3023052500,2024-05-31,대전광역시,대덕구,회덕동,12646,6480,6166,307,276,583,472,405,877,658,559,1217,830,617,1447,819,698,1517,1223,1167,2390,2171,2444,4615
3023053300,2024-05-31,대전광역시,대덕구,비래동,15188,7529,7659,340,305,645,691,614,1305,986,865,1851,791,596,1387,987,994,1981,1524,1611,3135,2210,2674,4884
3023054300,2024-05-31,대전광역시,대덕구,송촌동,25887,12835,13052,727,733,1460,1610,1555,3165,1946,1619,3565,1288,1165,2453,1812,2109,3921,2797,2949,5746,2655,2922,5577
3023054600,2024-05-31,대전광역시,대덕구,중리동,18474,9637,8837,328,310,638,688,601,1289,1435,1175,2610,1201,850,2051,1348,1121,2469,1945,1713,3658,2692,3067,5759
3023055000,2024-05-31,대전광역시,대덕구,신탄진동,15446,7945,7501,446,473,919,577,490,1067,999,775,1774,1243,987,2230,1084,954,2038,1500,1434,2934,2096,2388,4484
3023056000,2024-05-31,대전광역시,대덕구,석봉동,16088,8243,7845,825,759,1584,871,785,1656,937,744,1681,1316,1230,2546,1480,1290,2770,1287,1350,2637,1527,1687,3214
3023057000,2024-05-31,대전광역시,대덕구,덕암동,12824,6905,5919,273,238,511,469,438,907,1067,744,1811,1007,623,1630,894,757,1651,1390,1131,2521,1805,1988,3793
3023058000,2024-05-31,대전광역시,대덕구,목상동,6030,3278,2752,155,138,293,243,255,498,460,377,837,584,328,912,566,422,988,628,495,1123,642,737,1379
3023060000,2024-05-31,대전광역시,대덕구,법1동,12327,5758,6569,359,375,734,468,467,935,665,583,1248,767,743,1510,776,754,1530,1047,1309,2356,1676,2338,4014
3023061000,2024-05-31,대전광역시,대덕구,법2동,14963,7272,7691,375,331,706,653,576,1229,963,743,1706,717,628,1345,863,960,1823,1404,1608,3012,2297,2845,5142
