행정기관코드,시도명,시군구명,읍면동명,계,남자,여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3011051500,대전광역시,동구,중앙동,3694,2084,1610,27,40,67,40,48,88,114,96,210,170,112,282,245,124,369,435,210,645,1053,980,2033
3011053000,대전광역시,동구,효동,22553,11004,11549,805,799,1604,1626,1537,3163,1212,1027,2239,1007,1002,2009,1956,2210,4166,1978,1900,3878,2420,3074,5494
3011054500,대전광역시,동구,신인동,15134,7393,7741,650,631,1281,620,466,1086,648,645,1293,1190,1173,2363,1156,1060,2216,1146,1211,2357,1983,2555,4538
3011055100,대전광역시,동구,판암1동,12046,5807,6239,338,297,635,434,391,825,650,601,1251,688,621,1309,780,741,1521,1021,1098,2119,1896,2490,4386
3011055200,대전광역시,동구,판암2동,7904,3792,4112,89,83,172,158,154,312,296,262,558,365,275,640,455,336,791,689,605,1294,1740,2397,4137
3011056000,대전광역시,동구,용운동,21346,10771,10575,776,707,1483,844,872,1716,1688,1491,3179,1511,1304,2815,1513,1396,2909,1818,1775,3593,2621,3030,5651
3011058500,대전광역시,동구,대동,13873,6965,6908,536,472,1008,765,707,1472,782,663,1445,796,758,1554,1126,1086,2212,1180,1119,2299,1780,2103,3883
3011059000,대전광역시,동구,자양동,10899,5827,5072,129,141,270,387,458,845,1775,1333,3108,595,384,979,629,430,1059,835,673,1508,1477,1653,3130
3011062000,대전광역시,동구,가양1동,12757,6677,6080,250,263,513,521,508,1029,1043,725,1768,669,527,1196,913,778,1691,1213,967,2180,2068,2312,4380
3011063000,대전광역시,동구,가양2동,18792,9396,9396,413,349,762,816,819,1635,1537,1476,3013,1168,893,2061,1254,1181,2435,1663,1636,3299,2545,3042,5587
3011064000,대전광역시,동구,용전동,20124,10316,9808,409,398,807,677,676,1353,1915,1936,3851,1685,1233,2918,1517,1279,2796,1743,1579,3322,2370,2707,5077
3011066500,대전광역시,동구,성남동,10871,5369,5502,348,300,648,379,387,766,575,512,1087,616,548,1164,772,728,1500,972,894,1866,1707,2133,3840
3011067000,대전광역시,동구,홍도동,11137,5706,5431,247,205,452,394,367,761,1082,1013,2095,778,579,1357,775,604,1379,980,886,1866,1450,1777,3227
3011069500,대전광역시,동구,삼성동,13046,6617,6429,287,258,545,529,486,1015,690,534,1224,641,565,1206,911,789,1700,1247,1096,2343,2312,2701,5013
3011072500,대전광역시,동구,대청동,2206,1155,1051,18,20,38,40,60,100,92,61,153,82,39,121,103,71,174,235,169,404,585,631,1216
3011074000,대전광역시,동구,산내동,19427,9766,9661,641,584,1225,1354,1167,2521,941,805,1746,813,772,1585,1581,1662,3243,1803,1591,3394,2633,3080,5713
3014053500,대전광역시,중구,은행선화동,15777,8017,7760,476,515,991,495,570,1065,1073,1230,2303,1365,1233,2598,1326,1065,2391,1376,1094,2470,1906,2053,3959
3014055000,대전광역시,중구,목동,17661,8443,9218,867,873,1740,1372,1456,2828,931,899,1830,957,1120,2077,1652,1882,3534,1477,1389,2866,1187,1599,2786
3014056000,대전광역시,중구,중촌동,13564,6571,6993,454,438,892,528,487,1015,717,687,1404,923,826,1749,981,972,1953,1147,1195,2342,1821,2388,4209
3014057500,대전광역시,중구,대흥동,12993,6414,6579,344,273,617,513,480,993,1060,1274,2334,934,864,1798,953,917,1870,1033,882,1915,1577,1889,3466
3014060500,대전광역시,중구,문창동,4227,2175,2052,72,46,118,143,112,255,188,178,366,194,145,339,283,202,485,427,311,738,868,1058,1926
3014062000,대전광역시,중구,석교동,14578,7359,7219,258,219,477,466,444,910,780,636,1416,739,576,1315,933,760,1693,1330,1251,2581,2853,3333,6186
3014063000,대전광역시,중구,대사동,5303,2600,2703,77,52,129,150,101,251,419,525,944,328,276,604,302,226,528,424,393,817,900,1130,2030
3014064000,대전광역시,중구,부사동,6328,3186,3142,129,104,233,202,165,367,309,319,628,355,264,619,420,340,760,594,534,1128,1177,1416,2593
3014065500,대전광역시,중구,용두동,8880,4318,4562,163,187,350,276,325,601,761,848,1609,694,620,1314,618,565,1183,746,663,1409,1060,1354,2414
3014067000,대전광역시,중구,오류동,10198,4751,5447,252,268,520,334,337,671,607,715,1322,687,654,1341,612,653,1265,858,954,1812,1401,1866,3267
3014068000,대전광역시,중구,태평1동,12653,6078,6575,408,410,818,689,688,1377,694,635,1329,599,639,1238,1000,1068,2068,1140,1193,2333,1548,1942,3490
3014069000,대전광역시,중구,태평2동,24221,11512,12709,675,641,1316,1372,1340,2712,1378,1222,2600,931,1009,1940,1629,1931,3560,2148,2359,4507,3379,4207,7586
3014070000,대전광역시,중구,유천1동,5836,3013,2823,123,102,225,139,125,264,351,299,650,411,312,723,450,340,790,546,468,1014,993,1177,2170
3014071000,대전광역시,중구,유천2동,13036,6421,6615,296,299,595,485,429,914,801,763,1564,731,660,1391,861,805,1666,1032,1058,2090,2215,2601,4816
3014072000,대전광역시,중구,문화1동,20644,9996,10648,711,624,1335,1307,1204,2511,1296,1237,2533,905,993,1898,1514,1734,3248,1782,1817,3599,2481,3039,5520
3014073000,대전광역시,중구,문화2동,11623,5608,6015,199,185,384,467,398,865,628,530,1158,665,504,1169,704,691,1395,1097,1128,2225,1848,2579,4427
3014074000,대전광역시,중구,산성동,25578,12970,12608,486,485,971,1034,927,1961,1456,1133,2589,1240,989,2229,1674,1542,3216,2531,2435,4966,4549,5097,9646
3017051000,대전광역시,서구,복수동,21604,10694,10910,747,747,1494,1409,1401,2810,1419,1241,2660,1093,1062,2155,1742,1946,3688,2007,1922,3929,2277,2591,4868
3017052000,대전광역시,서구,도마1동,18842,9482,9360,603,597,1200,635,591,1226,1544,1253,2797,1363,1165,2528,1251,1061,2312,1422,1506,2928,2664,3187,5851
3017053000,대전광역시,서구,도마2동,16366,8182,8184,351,283,634,615,576,1191,1152,942,2094,956,763,1719,1031,901,1932,1398,1444,2842,2679,3275,5954
3017053500,대전광역시,서구,정림동,15184,7361,7823,393,332,725,697,588,1285,828,717,1545,764,701,1465,978,967,1945,1278,1484,2762,2423,3034,5457
3017054000,대전광역시,서구,변동,13075,6608,6467,333,294,627,496,444,940,754,671,1425,854,690,1544,930,832,1762,1165,1108,2273,2076,2428,4504
3017055000,대전광역시,서구,용문동,11764,5596,6168,201,245,446,256,234,490,998,1191,2189,1134,997,2131,811,741,1552,820,912,1732,1376,1848,3224
3017055500,대전광역시,서구,탄방동,26535,12748,13787,721,618,1339,1117,1037,2154,2247,2725,4972,2413,2298,4711,1929,2114,4043,2050,2176,4226,2271,2819,5090
3017056000,대전광역시,서구,괴정동,18679,9105,9574,414,410,824,607,595,1202,1805,2409,4214,2063,1691,3754,1384,1203,2587,1221,1319,2540,1611,1947,3558
3017057000,대전광역시,서구,가장동,10832,5227,5605,295,252,547,465,477,942,650,707,1357,660,554,1214,795,757,1552,902,1015,1917,1460,1843,3303
3017057500,대전광역시,서구,내동,22631,10856,11775,685,649,1334,1163,1209,2372,1384,1385,2769,1270,1179,2449,1642,1797,3439,1864,2041,3905,2848,3515,6363
3017058100,대전광역시,서구,갈마1동,21078,10675,10403,418,400,818,738,678,1416,2100,2035,4135,1995,1437,3432,1445,1391,2836,1575,1612,3187,2404,2850,5254
3017058200,대전광역시,서구,갈마2동,23938,12041,11897,513,495,1008,862,850,1712,2458,2632,5090,2447,1865,4312,1708,1588,3296,1903,2014,3917,2150,2453,4603
3017058600,대전광역시,서구,월평1동,11129,6048,5081,159,133,292,253,230,483,1589,1310,2899,1225,786,2011,795,540,1335,871,828,1699,1156,1254,2410
3017058700,대전광역시,서구,월평2동,13514,6393,7121,300,293,593,576,559,1135,771,658,1429,727,675,1402,740,849,1589,1121,1306,2427,2158,2781,4939
3017058800,대전광역시,서구,월평3동,20258,9862,10396,753,659,1412,1252,1110,2362,1244,938,2182,1172,1261,2433,1364,1630,2994,1660,1982,3642,2417,2816,5233
3017059000,대전광역시,서구,가수원동,10320,5046,5274,236,228,464,447,432,879,616,486,1102,568,519,1087,662,632,1294,896,953,1849,1621,2024,3645
3017059300,대전광역시,서구,도안동,36529,17874,18655,2496,2413,4909,2573,2469,5042,1904,2114,4018,2691,3093,5784,3743,3907,7650,2464,2497,4961,2003,2162,4165
3017059600,대전광역시,서구,관저1동,14834,6937,7897,474,441,915,731,668,1399,1158,1349,2507,932,985,1917,930,1117,2047,1193,1464,2657,1519,1873,3392
3017059700,대전광역시,서구,관저2동,48314,23529,24785,2367,2272,4639,2987,2914,5901,3195,3065,6260,3311,3415,6726,4206,4580,8786,4044,4298,8342,3419,4241,7660
3017060000,대전광역시,서구,기성동,3405,1759,1646,41,28,69,77,68,145,113,83,196,119,100,219,188,142,330,323,249,572,898,976,1874
3017063000,대전광역시,서구,둔산1동,16354,8059,8295,660,642,1302,1710,1553,3263,786,641,1427,507,652,1159,1607,2062,3669,1456,1311,2767,1333,1434,2767
3017064000,대전광역시,서구,둔산2동,35129,16924,18205,1372,1263,2635,1863,1756,3619,2399,2530,4929,2753,2803,5556,2485,2986,5471,3003,3489,6492,3049,3378,6427
3017065000,대전광역시,서구,만년동,12194,6217,5977,370,362,732,575,504,1079,1278,876,2154,1092,920,2012,756,919,1675,1048,1138,2186,1098,1258,2356
3017066000,대전광역시,서구,둔산3동,18913,9078,9835,474,442,916,1429,1265,2694,1165,1042,2207,776,766,1542,1294,1674,2968,1688,1787,3475,2252,2859,5111
3020052000,대전광역시,유성구,진잠동,25469,12982,12487,826,752,1578,1214,1081,2295,1710,1408,3118,1729,1424,3153,1944,1837,3781,2482,2465,4947,3077,3520,6597
3020052600,대전광역시,유성구,학하동,19495,10121,9374,951,894,1845,751,719,1470,1862,1297,3159,1697,1580,3277,1549,1398,2947,1344,1474,2818,1967,2012,3979
3020052700,대전광역시,유성구,상대동,25165,12213,12952,1405,1356,2761,1817,1764,3581,1236,1124,2360,1320,1684,3004,2289,2563,4852,2055,2176,4231,2091,2285,4376
3020053000,대전광역시,유성구,온천1동,26717,13891,12826,384,362,746,454,434,888,3199,3347,6546,3259,2367,5626,1770,1312,3082,1940,1845,3785,2885,3159,6044
3020054000,대전광역시,유성구,온천2동,40553,21340,19213,1415,1417,2832,1591,1484,3075,5698,4089,9787,3313,2530,5843,2725,2531,5256,2690,2895,5585,3908,4267,8175
3020054600,대전광역시,유성구,노은1동,20984,10444,10540,860,799,1659,1460,1333,2793,1320,1250,2570,1570,1435,3005,1752,1983,3735,1779,1756,3535,1703,1984,3687
3020054700,대전광역시,유성구,노은2동,23470,11481,11989,868,825,1693,1573,1515,3088,1526,1365,2891,1393,1357,2750,1867,2164,4031,2087,2214,4301,2167,2549,4716
3020054800,대전광역시,유성구,노은3동,36406,17842,18564,1986,1841,3827,2386,2287,4673,1792,1654,3446,2379,2568,4947,3451,3701,7152,2798,3012,5810,3050,3501,6551
3020055000,대전광역시,유성구,신성동,25516,13430,12086,1230,1115,2345,1412,1192,2604,2188,1919,4107,2940,2187,5127,1962,1916,3878,1829,1790,3619,1869,1967,3836
3020057000,대전광역시,유성구,전민동,25881,13347,12534,1125,1001,2126,1426,1378,2804,2106,1624,3730,2457,1907,4364,1908,1995,3903,2017,2180,4197,2308,2449,4757
3020058000,대전광역시,유성구,구즉동,32884,16828,16056,1451,1408,2859,1564,1450,3014,2412,1942,4354,3336,2809,6145,2628,2480,5108,2775,2768,5543,2662,3199,5861
3020060000,대전광역시,유성구,관평동,36964,18874,18090,2054,1995,4049,2605,2438,5043,2393,2140,4533,3081,2836,5917,3377,3539,6916,3214,2941,6155,2150,2201,4351
3020061000,대전광역시,유성구,원신흥동,30117,14403,15714,1774,1546,3320,1572,1473,3045,1476,1590,3066,2563,2745,5308,2646,2868,5514,2033,2369,4402,2339,3123,5462
3023051000,대전광역시,대덕구,오정동,13778,7187,6591,225,212,437,478,433,911,1091,1054,2145,810,574,1384,886,683,1569,1353,1078,2431,2344,2557,4901
3023052000,대전광역시,대덕구,대화동,6303,3299,3004,102,88,190,220,170,390,354,280,634,385,279,664,474,391,865,664,554,1218,1100,1242,2342
3023052500,대전광역시,대덕구,회덕동,12787,6537,6250,312,281,593,465,402,867,658,580,1238,864,640,1504,822,699,1521,1231,1193,2424,2185,2455,4640
3023053300,대전광역시,대덕구,비래동,15143,7499,7644,331,288,619,683,618,1301,977,859,1836,783,594,1377,983,978,1961,1522,1614,3136,2220,2693,4913
3023054300,대전광역시,대덕구,송촌동,25750,12748,13002,718,722,1440,1587,1542,3129,1913,1605,3518,1278,1156,2434,1789,2097,3886,2787,2940,5727,2676,2940,5616
3023054600,대전광역시,대덕구,중리동,18415,9620,8795,319,312,631,673,581,1254,1418,1161,2579,1204,841,2045,1346,1111,2457,1939,1694,3633,2721,3095,5816
3023055000,대전광역시,대덕구,신탄진동,15701,8071,7630,454,481,935,580,494,1074,1019,778,1797,1271,1016,2287,1087,979,2066,1527,1463,2990,2133,2419,4552
3023056000,대전광역시,대덕구,석봉동,16054,8217,7837,823,764,1587,875,793,1668,920,742,1662,1301,1221,2522,1484,1283,2767,1279,1335,2614,1535,1699,3234
3023057000,대전광역시,대덕구,덕암동,12768,6876,5892,262,239,501,458,429,887,1052,733,1785,1004,613,1617,891,753,1644,1395,1129,2524,1814,1996,3810
3023058000,대전광역시,대덕구,목상동,6028,3275,2753,148,136,284,245,253,498,458,375,833,580,334,914,565,420,985,629,496,1125,650,739,1389
3023060000,대전광역시,대덕구,법1동,12285,5746,6539,360,371,731,462,459,921,654,575,1229,767,743,1510,772,751,1523,1049,1303,2352,1682,2337,4019
3023061000,대전광역시,대덕구,법2동,14926,7238,7688,367,324,691,643,571,1214,954,733,1687,718,630,1348,853,942,1795,1389,1620,3009,2314,2868,5182
