행정기관코드,시도명,시군구명,읍면동명,계,남자,여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3011051500,대전광역시,동구,중앙동,3659,2078,1581,22,36,58,42,44,86,114,96,210,173,110,283,230,114,344,441,203,644,1056,978,2034
3011053000,대전광역시,동구,효동,24659,12083,12576,984,943,1927,1698,1571,3269,1285,1116,2401,1359,1333,2692,2135,2340,4475,2078,2029,4107,2544,3244,5788
3011054500,대전광역시,동구,신인동,14911,7284,7627,618,583,1201,607,464,1071,663,654,1317,1156,1133,2289,1121,1038,2159,1138,1206,2344,1981,2549,4530
3011055100,대전광역시,동구,판암1동,11888,5730,6158,311,276,587,428,394,822,637,587,1224,679,605,1284,759,728,1487,1005,1077,2082,1911,2491,4402
3011055200,대전광역시,동구,판암2동,7875,3795,4080,87,79,166,157,157,314,297,262,559,375,274,649,450,323,773,690,601,1291,1739,2384,4123
3011056000,대전광역시,동구,용운동,21163,10679,10484,740,688,1428,824,856,1680,1693,1508,3201,1495,1287,2782,1486,1362,2848,1806,1749,3555,2635,3034,5669
3011058500,대전광역시,동구,대동,13754,6885,6869,522,464,986,765,707,1472,760,661,1421,781,746,1527,1107,1069,2176,1174,1115,2289,1776,2107,3883
3011059000,대전광역시,동구,자양동,10920,5829,5091,129,135,264,385,473,858,1809,1367,3176,595,385,980,622,426,1048,829,656,1485,1460,1649,3109
3011062000,대전광역시,동구,가양1동,12697,6642,6055,240,259,499,523,501,1024,1033,724,1757,664,523,1187,908,765,1673,1200,959,2159,2074,2324,4398
3011063000,대전광역시,동구,가양2동,18687,9339,9348,410,337,747,798,796,1594,1524,1499,3023,1147,872,2019,1230,1173,2403,1667,1605,3272,2563,3066,5629
3011064000,대전광역시,동구,용전동,20036,10277,9759,387,384,771,684,662,1346,1911,1935,3846,1675,1212,2887,1490,1284,2774,1744,1563,3307,2386,2719,5105
3011066500,대전광역시,동구,성남동,10796,5327,5469,334,288,622,377,391,768,564,494,1058,608,544,1152,771,723,1494,964,889,1853,1709,2140,3849
3011067000,대전광역시,동구,홍도동,11097,5686,5411,236,205,441,379,343,722,1088,1030,2118,789,580,1369,762,590,1352,973,882,1855,1459,1781,3240
3011069500,대전광역시,동구,삼성동,13362,6768,6594,328,290,618,533,495,1028,683,547,1230,700,629,1329,953,829,1782,1255,1099,2354,2316,2705,5021
3011072500,대전광역시,동구,대청동,2190,1152,1038,18,18,36,42,57,99,90,61,151,82,38,120,103,70,173,230,163,393,587,631,1218
3011074000,대전광역시,동구,산내동,20322,10216,10106,714,685,1399,1377,1193,2570,964,831,1795,982,920,1902,1654,1710,3364,1845,1642,3487,2680,3125,5805
3014053500,대전광역시,중구,은행선화동,17669,8952,8717,699,700,1399,597,679,1276,1113,1307,2420,1587,1497,3084,1522,1241,2763,1480,1169,2649,1954,2124,4078
3014055000,대전광역시,중구,목동,17541,8380,9161,851,846,1697,1364,1436,2800,913,893,1806,961,1122,2083,1619,1848,3467,1475,1417,2892,1197,1599,2796
3014056000,대전광역시,중구,중촌동,13444,6523,6921,447,426,873,514,472,986,707,675,1382,909,819,1728,966,945,1911,1152,1188,2340,1828,2396,4224
3014057500,대전광역시,중구,대흥동,12882,6353,6529,337,263,600,501,479,980,1055,1274,2329,916,849,1765,923,901,1824,1040,887,1927,1581,1876,3457
3014060500,대전광역시,중구,문창동,4226,2164,2062,68,49,117,140,110,250,184,180,364,190,150,340,274,202,476,428,301,729,880,1070,1950
3014062000,대전광역시,중구,석교동,14410,7282,7128,246,215,461,458,439,897,758,610,1368,722,564,1286,924,738,1662,1314,1237,2551,2860,3325,6185
3014063000,대전광역시,중구,대사동,5210,2554,2656,75,52,127,145,99,244,397,504,901,331,274,605,289,222,511,416,379,795,901,1126,2027
3014064000,대전광역시,중구,부사동,6232,3153,3079,123,97,220,206,159,365,302,292,594,342,248,590,411,337,748,586,525,1111,1183,1421,2604
3014065500,대전광역시,중구,용두동,9756,4732,5024,240,275,515,332,365,697,801,893,1694,775,728,1503,698,654,1352,797,714,1511,1089,1395,2484
3014067000,대전광역시,중구,오류동,10091,4697,5394,252,256,508,317,340,657,600,689,1289,667,643,1310,612,649,1261,839,935,1774,1410,1882,3292
3014068000,대전광역시,중구,태평1동,12537,6027,6510,394,392,786,668,689,1357,694,616,1310,602,617,1219,982,1064,2046,1135,1174,2309,1552,1958,3510
3014069000,대전광역시,중구,태평2동,24077,11455,12622,664,629,1293,1359,1323,2682,1363,1218,2581,928,998,1926,1610,1885,3495,2130,2367,4497,3401,4202,7603
3014070000,대전광역시,중구,유천1동,5776,2966,2810,117,97,214,138,125,263,342,294,636,395,309,704,445,335,780,541,473,1014,988,1177,2165
3014071000,대전광역시,중구,유천2동,13001,6410,6591,287,289,576,490,425,915,792,759,1551,731,648,1379,857,806,1663,1022,1051,2073,2231,2613,4844
3014072000,대전광역시,중구,문화1동,20539,9940,10599,696,609,1305,1310,1199,2509,1278,1224,2502,895,981,1876,1490,1719,3209,1781,1814,3595,2490,3053,5543
3014073000,대전광역시,중구,문화2동,11504,5544,5960,186,176,362,454,397,851,618,504,1122,660,502,1162,684,676,1360,1088,1119,2207,1854,2586,4440
3014074000,대전광역시,중구,산성동,25384,12875,12509,457,455,912,1028,913,1941,1428,1099,2527,1229,984,2213,1644,1522,3166,2522,2426,4948,4567,5110,9677
3017051000,대전광역시,서구,복수동,21545,10669,10876,718,732,1450,1412,1391,2803,1441,1237,2678,1073,1054,2127,1715,1926,3641,2016,1927,3943,2294,2609,4903
3017052000,대전광역시,서구,도마1동,18776,9457,9319,599,583,1182,633,588,1221,1543,1233,2776,1348,1164,2512,1250,1068,2318,1409,1469,2878,2675,3214,5889
3017053000,대전광역시,서구,도마2동,16244,8131,8113,334,274,608,622,563,1185,1142,919,2061,946,750,1696,999,888,1887,1394,1422,2816,2694,3297,5991
3017053500,대전광역시,서구,정림동,15148,7343,7805,399,329,728,694,578,1272,819,722,1541,760,690,1450,968,960,1928,1272,1471,2743,2431,3055,5486
3017054000,대전광역시,서구,변동,12940,6538,6402,322,288,610,488,435,923,733,673,1406,849,678,1527,918,809,1727,1158,1103,2261,2070,2416,4486
3017055000,대전광역시,서구,용문동,11716,5577,6139,197,235,432,256,242,498,991,1169,2160,1124,995,2119,807,724,1531,819,920,1739,1383,1854,3237
3017055500,대전광역시,서구,탄방동,26487,12730,13757,714,595,1309,1102,1051,2153,2229,2695,4924,2423,2287,4710,1926,2120,4046,2049,2179,4228,2287,2830,5117
3017056000,대전광역시,서구,괴정동,18490,8983,9507,377,385,762,589,585,1174,1778,2413,4191,2044,1677,3721,1354,1187,2541,1218,1305,2523,1623,1955,3578
3017057000,대전광역시,서구,가장동,10753,5188,5565,293,253,546,455,476,931,632,685,1317,657,550,1207,785,749,1534,895,998,1893,1471,1854,3325
3017057500,대전광역시,서구,내동,22466,10778,11688,672,630,1302,1155,1194,2349,1355,1366,2721,1245,1142,2387,1650,1790,3440,1857,2034,3891,2844,3532,6376
3017058100,대전광역시,서구,갈마1동,21009,10636,10373,405,400,805,727,655,1382,2087,2031,4118,2012,1448,3460,1437,1357,2794,1568,1616,3184,2400,2866,5266
3017058200,대전광역시,서구,갈마2동,23862,11993,11869,494,489,983,859,837,1696,2448,2638,5086,2448,1844,4292,1687,1577,3264,1889,2013,3902,2168,2471,4639
3017058600,대전광역시,서구,월평1동,11134,6042,5092,154,137,291,249,225,474,1591,1300,2891,1243,813,2056,793,541,1334,865,820,1685,1147,1256,2403
3017058700,대전광역시,서구,월평2동,13485,6385,7100,298,281,579,570,559,1129,767,658,1425,729,650,1379,736,848,1584,1122,1310,2432,2163,2794,4957
3017058800,대전광역시,서구,월평3동,20184,9821,10363,747,656,1403,1237,1095,2332,1234,938,2172,1151,1259,2410,1363,1609,2972,1652,1973,3625,2437,2833,5270
3017059000,대전광역시,서구,가수원동,10268,5016,5252,231,225,456,437,421,858,615,491,1106,568,510,1078,655,628,1283,888,945,1833,1622,2032,3654
3017059300,대전광역시,서구,도안동,36508,17866,18642,2453,2371,4824,2583,2481,5064,1917,2131,4048,2670,3062,5732,3721,3905,7626,2489,2492,4981,2033,2200,4233
3017059600,대전광역시,서구,관저1동,14773,6910,7863,462,424,886,731,660,1391,1144,1355,2499,925,970,1895,936,1103,2039,1165,1463,2628,1547,1888,3435
3017059700,대전광역시,서구,관저2동,48104,23420,24684,2292,2215,4507,2999,2907,5906,3175,3080,6255,3268,3357,6625,4175,4531,8706,4049,4315,8364,3462,4279,7741
3017060000,대전광역시,서구,기성동,3385,1743,1642,38,26,64,73,70,143,116,82,198,113,99,212,187,138,325,321,250,571,895,977,1872
3017063000,대전광역시,서구,둔산1동,16343,8063,8280,660,645,1305,1709,1533,3242,784,637,1421,516,654,1170,1601,2045,3646,1460,1326,2786,1333,1440,2773
3017064000,대전광역시,서구,둔산2동,35005,16810,18195,1325,1235,2560,1854,1757,3611,2390,2539,4929,2728,2785,5513,2448,2979,5427,2989,3482,6471,3076,3418,6494
3017065000,대전광역시,서구,만년동,12097,6147,5950,362,356,718,563,502,1065,1256,874,2130,1094,931,2025,736,889,1625,1035,1145,2180,1101,1253,2354
3017066000,대전광역시,서구,둔산3동,18863,9049,9814,466,434,900,1418,1266,2684,1159,1029,2188,761,765,1526,1300,1658,2958,1681,1795,3476,2264,2867,5131
3020052000,대전광역시,유성구,진잠동,25367,12902,12465,806,730,1536,1208,1087,2295,1684,1412,3096,1714,1392,3106,1917,1840,3757,2468,2457,4925,3105,3547,6652
3020052600,대전광역시,유성구,학하동,19531,10139,9392,944,877,1821,755,731,1486,1869,1308,3177,1699,1571,3270,1551,1410,2961,1341,1469,2810,1980,2026,4006
3020052700,대전광역시,유성구,상대동,25109,12215,12894,1390,1333,2723,1831,1764,3595,1218,1104,2322,1318,1659,2977,2284,2567,4851,2057,2172,4229,2117,2295,4412
3020053000,대전광역시,유성구,온천1동,26674,13863,12811,370,346,716,442,427,869,3197,3341,6538,3248,2383,5631,1751,1293,3044,1944,1832,3776,2911,3189,6100
3020054000,대전광역시,유성구,온천2동,40641,21412,19229,1414,1399,2813,1591,1483,3074,5791,4116,9907,3274,2531,5805,2721,2526,5247,2705,2869,5574,3916,4305,8221
3020054600,대전광역시,유성구,노은1동,20958,10420,10538,848,789,1637,1455,1329,2784,1317,1253,2570,1580,1454,3034,1718,1962,3680,1790,1767,3557,1712,1984,3696
3020054700,대전광역시,유성구,노은2동,23419,11461,11958,849,803,1652,1556,1515,3071,1526,1359,2885,1398,1363,2761,1852,2130,3982,2085,2229,4314,2195,2559,4754
3020054800,대전광역시,유성구,노은3동,36256,17766,18490,1935,1814,3749,2391,2269,4660,1785,1646,3431,2366,2539,4905,3425,3668,7093,2809,3013,5822,3055,3541,6596
3020055000,대전광역시,유성구,신성동,25532,13443,12089,1213,1107,2320,1401,1205,2606,2217,1903,4120,2951,2204,5155,1960,1893,3853,1818,1789,3607,1883,1988,3871
3020057000,대전광역시,유성구,전민동,25805,13297,12508,1108,999,2107,1428,1368,2796,2089,1609,3698,2446,1895,4341,1896,1979,3875,2001,2185,4186,2329,2473,4802
3020058000,대전광역시,유성구,구즉동,32869,16840,16029,1447,1389,2836,1545,1461,3006,2403,1906,4309,3351,2792,6143,2616,2463,5079,2782,2788,5570,2696,3230,5926
3020060000,대전광역시,유성구,관평동,37160,18980,18180,2066,1983,4049,2614,2438,5052,2399,2158,4557,3116,2839,5955,3382,3534,6916,3225,2971,6196,2178,2257,4435
3020061000,대전광역시,유성구,원신흥동,30084,14366,15718,1753,1510,3263,1565,1468,3033,1485,1594,3079,2522,2741,5263,2638,2874,5512,2042,2374,4416,2361,3157,5518
3023051000,대전광역시,대덕구,오정동,13704,7140,6564,215,209,424,464,426,890,1080,1057,2137,813,560,1373,871,673,1544,1335,1067,2402,2362,2572,4934
3023052000,대전광역시,대덕구,대화동,6209,3256,2953,100,81,181,217,170,387,340,276,616,382,270,652,463,387,850,661,546,1207,1093,1223,2316
3023052500,대전광역시,대덕구,회덕동,12773,6524,6249,319,288,607,447,399,846,669,572,1241,879,640,1519,810,694,1504,1208,1189,2397,2192,2467,4659
3023053300,대전광역시,대덕구,비래동,15031,7450,7581,310,279,589,676,617,1293,975,841,1816,770,587,1357,959,954,1913,1517,1611,3128,2243,2692,4935
3023054300,대전광역시,대덕구,송촌동,25639,12696,12943,706,718,1424,1567,1531,3098,1861,1588,3449,1296,1156,2452,1767,2063,3830,2798,2917,5715,2701,2970,5671
3023054600,대전광역시,대덕구,중리동,18231,9551,8680,303,292,595,662,572,1234,1386,1113,2499,1222,832,2054,1321,1095,2416,1928,1664,3592,2729,3112,5841
3023055000,대전광역시,대덕구,신탄진동,15781,8118,7663,466,482,948,575,498,1073,1014,770,1784,1286,1046,2332,1095,975,2070,1526,1450,2976,2156,2442,4598
3023056000,대전광역시,대덕구,석봉동,16031,8187,7844,807,758,1565,882,796,1678,902,739,1641,1301,1216,2517,1468,1283,2751,1277,1325,2602,1550,1727,3277
3023057000,대전광역시,대덕구,덕암동,12698,6839,5859,263,240,503,448,412,860,1030,724,1754,996,609,1605,876,741,1617,1407,1128,2535,1819,2005,3824
3023058000,대전광역시,대덕구,목상동,5999,3266,2733,141,128,269,247,240,487,462,373,835,568,333,901,566,409,975,630,504,1134,652,746,1398
3023060000,대전광역시,대덕구,법1동,12248,5727,6521,353,365,718,455,450,905,647,568,1215,769,740,1509,766,743,1509,1059,1291,2350,1678,2364,4042
3023061000,대전광역시,대덕구,법2동,14827,7179,7648,354,314,668,633,564,1197,939,720,1659,718,633,1351,839,928,1767,1375,1599,2974,2321,2890,5211
